name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email
Rosewood School,Community special school,Open,Bell Street,Coseley,Bilston,West Midlands,WV14 8XJ,http://www.rosewood.dudley.sch.uk,1384816800.0,Mr,David,Kirk,Headteacher,Does not apply,Boys,Not applicable,,Tipton and Wednesbury,103882,
Pens Meadow School,Community special school,Open,Ridge Hill Site,Buckpool Way,Stourbridge,West Midlands,DY8 5ST,http://www.pens-meadow.dudley.sch.uk,1384818945.0,Mrs,Marie,Hunter,Headteacher,Does not apply,Mixed,Not applicable,,Kingswinford and South Staffordshire,103883,
Albright Education Centre,Pupil referral unit,Open,South Tipton Campus Site,Alexandra Road,Tipton,West Midlands,DY4 7NR,www.albrighteducationcentre.co.uk,1215335806.0,Mrs,Catherine,Hazelwood,Headteacher,Does not apply,Mixed,Not applicable,01/06/1994,Tipton and Wednesbury,103887,
Hamstead Primary School,Community school,Open,Hamstead Road,Great Barr,Birmingham,West Midlands,B43 5BE,http://www.hamsteadprimary.co.uk,1213571557.0,Mr,Nicholas,Fowler,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103895,
Hargate Primary School,Community school,Open,Hargate Lane,,West Bromwich,West Midlands,B71 1PG,www.hargate.sandwell.sch.uk/,1215534178.0,Mr,Andrew,Orgill,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103905,
Albert Pritchard Infant School,Foundation school,Open,Crew Road,,Wednesbury,West Midlands,WS10 9QG,www.albertpritchard-woodgreen.co.uk/,1215560858.0,Mrs,Carla,Clarke,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103906,
Moorlands Primary School,Foundation school,Open,Winchester Road,,West Bromwich,West Midlands,B71 2NZ,http://www.moorlandsprimarysch.co.uk,1215560352.0,Mrs,Katherine,Roberts,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103908,
Old Park Primary School,Foundation school,Open,Old Park Road,,Wednesbury,West Midlands,WS10 9LX,www.oldparkprimary.com/,1215262669.0,Mrs,Teresa,Boddington,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103909,
Park Hill Primary School,Foundation school,Open,Coronation Road,,Wednesbury,West Midlands,WS10 0TJ,www.parkhillprimary.co.uk/,1215562188.0,Mrs,Caroline,Logan,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103910,
Wood Green Junior School,Foundation school,Open,Hobs Road,,Wednesbury,West Midlands,WS10 9BW,www.albertpritchard-woodgreen.co.uk/,1215560377.0,Mrs,Carla,Clarke,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103913,
Burnt Tree Primary School,Community school,Open,Hill Road,Tividale,Oldbury,West Midlands,B69 2LN,https://burnttree.sandwell.sch.uk/,1215572967.0,Mrs,Jayne,Bayliss,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103914,
Great Bridge Primary School,Community school,Open,Mount Street,Great Bridge,Tipton,West Midlands,DY4 7DE,www.greatbridgeprimary.co.uk,1215571526.0,Miss,Helen,Hale,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103915,
Ocker Hill Infant School,Community school,Open,Gospel Oak Road,,Tipton,West Midlands,DY4 0DS,www.ockerhill-inf.sandwell.sch.uk/,1215561119.0,Mrs,Rebecca,Strange,Head Teacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103919,
Whitecrest Primary School,Community school,Open,Whitecrest,Great Barr,Birmingham,West Midlands,B43 6HQ,www.whitecrest.sandwell.sch.uk,1213586348.0,Mrs,Seema,Mistry,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103922,
Eaton Valley Primary School,Community school,Open,Dagger Lane,,West Bromwich,West Midlands,B71 4BU,http://www.eatonvalley.sandwell.sch.uk,1215531593.0,Mrs,Claire,Evans,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103923,
Glebefields Primary School,Community school,Open,Sandgate Road,,Tipton,West Midlands,DY4 0SX,www.glebefields.net/,1215562651.0,Mrs,Katie,Jenks,Headteacher,Does not apply,Mixed,Primary,01/01/1900,Tipton and Wednesbury,103925,
Abbey Junior School,Community school,Open,Barclay Road,,Smethwick,West Midlands,B67 5LT,www.abbeyfederation.co.uk,1214292700.0,Dr,Richard,Kentish,Executive Head Teacher,Does not apply,Mixed,Primary,,Smethwick,103929,
Abbey Infant School,Community school,Open,Maurice Road,,Smethwick,West Midlands,B67 5LR,http://www.abbeyfederation.co.uk,1214291689.0,Dr,Richard,Kentish,Executive Headteacher,Does not apply,Mixed,Primary,,Smethwick,103930,
Annie Lennard Primary School,Community school,Open,The Oval,,Smethwick,West Midlands,B67 6LE,www.annielennardprimary.co.uk,1214294284.0,Mrs,Natalie,Crozier,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103932,
Bearwood Primary School,Community school,Open,Bearwood Road,,Smethwick,West Midlands,B66 4HB,www.bearwood.sandwell.sch.uk,1214344499.0,Mrs,Deborah,Haywood,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103933,
Bleakhouse Primary School,Community school,Open,Bleakhouse Road,,Oldbury,West Midlands,B68 9DS,http://www.bleakhouseprimary.school,1214222841.0,Mr,John,Bates,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103934,
Brickhouse Primary School,Foundation school,Open,Dudhill Road,,Rowley Regis,West Midlands,B65 8HS,http://www.brickhouse.sandwell.sch.uk,1215591629.0,Mr,Paul,Newby,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103936,
Cape Primary School,Community school,Open,Cape Hill,,Smethwick,West Midlands,B66 4SH,www.capeprimary.com,1215581667.0,Miss,Sally,Baker,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103937,
Crocketts Community Primary School,Community school,Open,Coopers Lane,,Smethwick,West Midlands,B67 7DW,www.crockettscommunityprimary.co.uk/,1215581659.0,Mrs,Lynne,Paino,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103941,
Grace Mary Primary School,Community school,Open,Hawfield Road,Tividale,Oldbury,West Midlands,B69 1LD,www.gracemary.co.uk/,1384255910.0,Mrs,Clare,Sturmey,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103945,
Highfields Primary School,Community school,Open,Beeches Road,,Rowley Regis,West Midlands,B65 0DA,www.highfields.sandwell.sch.uk/,1215591037.0,Mrs,Sarah,Garratt,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103946,
Oakham Primary School,Community school,Open,Darbys Hill Road,Tividale,Oldbury,West Midlands,B69 1SG,www.oakhamprimary.org.uk/,1384254368.0,Mr,Nicholas,Skett,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103950,
Old Hill Primary School,Foundation school,Open,Lawrence Lane,,Cradley Heath,West Midlands,B64 6DR,http://www.oldhillprimaryschool.com/,1384569213.0,Mr,Craig,Westby,Headteacher,Does not apply,Mixed,Primary,,Halesowen,103952,
Perryfields Primary School,Community school,Open,Apsley Road,,Oldbury,West Midlands,B68 0QY,www.perryfields-pri.sandwell.sch.uk/,1214222848.0,Mrs,Terry,Jones,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103953,
Reddal Hill Primary School,Community school,Open,Trinity Street,,Cradley Heath,West Midlands,B64 6HT,www.reddalhillprimary.com,1384569053.0,Mrs,Ann,Bashir-Pugh,Headteacher,Does not apply,Mixed,Primary,,Halesowen,103954,
Temple Meadow Primary School,Foundation school,Open,Wrights Lane,,Cradley Heath,West Midlands,B64 6RH,http://www.templemeadow.com,1384569021.0,Mrs,Anita,Van Straaten,Headteacher,Does not apply,Mixed,Primary,,Halesowen,103957,
Tividale Hall Primary School,Community school,Open,Regent Road,Tividale,Oldbury,West Midlands,B69 1TR,http://www.tividalehall.sandwell.sch.uk,1384254865.0,Mrs,Geri,Pugliese,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103960,
Lyng Primary School,Community school,Open,Horton Street,,West Bromwich,West Midlands,B70 7SQ,http://www.lyng.sandwell.sch.uk,1215531480.0,Mr,Andrew,Fowler,Acting-Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103968,
Lodge Primary School,Community school,Open,Oak Lane,,West Bromwich,West Midlands,B70 8PN,www.lodgeprimaryschool.co.uk/,1215532389.0,Headteacher,Tahirah,Khatun,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103969,
Joseph Turner Primary School,Community school,Open,Powis Avenue,,Tipton,West Midlands,DY4 0RN,www.josephturnerprimary.co.uk,1215578733.0,Mrs,Laura,Collins,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103970,
Grove Vale Primary School,Community school,Open,Monksfield Avenue,Great Barr,Birmingham,West Midlands,B43 6AL,www.grovevale.co.uk/,1213574319.0,Mrs,Alison,Connop,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103972,
Yew Tree Primary School,Community school,Open,Birchfield Way,Yew Tree Estate,Walsall,West Midlands,WS5 4DX,www.yewtreeprimary.co.uk,1922626926.0,Mr,Jamie,Barry,Head Teacher,Does not apply,Mixed,Primary,01/01/1900,West Bromwich,103974,
Brandhall Primary School,Community school,Open,Brennand Road,,Oldbury,West Midlands,B68 0SH,www.brandhall.sandwell.sch.uk/,1214225336.0,Miss,Elizabeth,Hart,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103976,
Hall Green Primary School,Community school,Open,Westminster Road,,West Bromwich,West Midlands,B71 2JQ,hallgreenprimary.co.uk,1215882080.0,Mrs,Alison,Gilbert,Headteacher,Does not apply,Mixed,Primary,,Tipton and Wednesbury,103977,
Langley Primary School,Community school,Open,Titford Road,,Oldbury,West Midlands,B69 4QB,www.langleyprimary.com,1215521744.0,Dr,Anthony,James,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103978,
Ryders Green Primary School,Community school,Open,Claypit Lane,,West Bromwich,West Midlands,B70 9UJ,www.rydersgreenprimary.co.uk/,1215530658.0,Miss,Leanne,Allden,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103979,
Blackheath Primary School,Community school,Open,Blackheath Primary School Britannia Road,,Rowley Regis,West Midlands,B65 9NF,www.blackheathprimary.org.uk,1215591033.0,Mrs,Anna,McElwee,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103981,
Ferndale Primary School,Community school,Open,Ferndale Avenue,Great Barr,Birmingham,West Midlands,B43 5QF,www.ferndaleprimary.co.uk/,1213573326.0,Mrs,Ruth,Gillett,Headteacher,Does not apply,Mixed,Primary,,West Bromwich,103982,
Causeway Green Primary School,Community school,Open,Penncricket Lane,,Oldbury,West Midlands,B68 8LX,www.causewaygreenprimaryschool.co.uk/,1215592068.0,Mrs,Tracey,Flanagan,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103983,
Rood End Primary School,Community school,Open,Rood End Road,,Oldbury,West Midlands,B68 8SQ,www.roodend.sandwell.sch.uk/,1215521866.0,Mrs,Jayne,O'Neill,Headteacher,Does not apply,Mixed,Primary,,Smethwick,103984,
Holy Trinity CofE Primary School,Voluntary controlled school,Open,Trinity Road South,,West Bromwich,West Midlands,B70 6NF,http://www.schools.sandwell.net/holytrinitypri/,1215531573.0,Mrs,Joanne,Corbett,Headteacher,Church of England,Mixed,Primary,,West Bromwich,103986,
St Martin's CofE Primary School,Voluntary controlled school,Open,Lower Church Lane,,Tipton,West Midlands,DY4 7PG,www.st-martins.sandwell.sch.uk,1215571543.0,Headteacher,Rachel,Rought,Headteacher,Church of England,Mixed,Primary,,Tipton and Wednesbury,103987,
St Mary Magdalene CofE Voluntary Controlled Primary School,Voluntary controlled school,Open,Stanway Road,,West Bromwich,West Midlands,B71 1RP,www.st-marymagdalene.sandwell.sch.uk/,1215882371.0,Mrs,Ann,Robinson,Headteacher,Church of England,Mixed,Primary,,West Bromwich,103989,
All Saints CofE Primary School,Voluntary aided school,Open,Wilford Road,,West Bromwich,West Midlands,B71 1QN,www.allsaints-sch.co.uk/,1215670033.0,Mrs,Jacqueline,Beech,Headteacher,Church of England,Mixed,Primary,,West Bromwich,103990,
St Margaret's CofE Primary School,Voluntary aided school,Open,Birmingham Road,Great Barr,Birmingham,West Midlands,B43 7AP,www.stmargaretscofeprimaryschool.co.uk/,1213572758.0,Mr,Stuart,Jones,Headteacher,Church of England,Mixed,Primary,,West Bromwich,103995,
Holy Name Catholic Primary School,Voluntary aided school,Open,Cross Lane,Great Barr,Birmingham,West Midlands,B43 6LN,www.holynameprimary.co.uk,1213573216.0,Mr,Andrew,Neenan,Headteacher,Roman Catholic,Mixed,Primary,,West Bromwich,103996,
Christ Church CofE Primary School,Voluntary aided school,Open,Albert Street,,Oldbury,West Midlands,B69 4DE,www.christchurchsandwell.co.uk/,1215523625.0,Mr,Matthew,Wynne,Headteacher,Church of England,Mixed,Primary,,West Bromwich,103997,
St Matthew's CofE Primary School,Voluntary aided school,Open,Windmill Lane,,Smethwick,West Midlands,B66 3LX,www.stmatthews-primary.co.uk,1215581651.0,Mrs,Fiona,Deakin,Headteacher,Church of England,Mixed,Primary,,Smethwick,104000,
Holly Lodge High School College of Science,Foundation school,Open,Holly Lane,,Smethwick,West Midlands,B67 7JG,www.holly-lodge.org,1215580691.0,Mr,Imran,Iqbal,Headteacher,,Mixed,Secondary,,Smethwick,104018,
St Michael's Church of England High School,Voluntary aided school,Open,Curral Road,,Rowley Regis,West Midlands,B65 9AN,www.st-michaels.sandwell.sch.uk,1215616881.0,Mrs,Christina,Handy-Rivett,Headteacher,Church of England,Mixed,Secondary,,West Bromwich,104019,
Triple Crown Centre,Pupil referral unit,Open,Lode Lane,,Solihull,West Midlands,B91 2HW,www.triple-crown.solihull.sch.uk,1217090080.0,Mrs,Rekha,Shell-Macleod,Head Teacher,Does not apply,Mixed,Not applicable,,Meriden and Solihull East,104038,
Blossomfield Infant and Nursery School,Community school,Open,Eastcote Close,Shirley,Solihull,West Midlands,B90 3QX,www.blossomfield.solihull.sch.uk,1217445522.0,Mrs,Bernadette,Farkas,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104039,
Burman Infant School,Community school,Open,Velsheda Road,Shirley,Solihull,West Midlands,B90 2JW,www.burman.solihull.sch.uk,1217441843.0,Miss,Ella,Saxty,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104040,
Cranmore Infant School,Community school,Open,Northland Road,Shirley,Solihull,West Midlands,B90 4SA,www.cranmore.solihull.sch.uk/,1217053443.0,Mrs,Rebecca,Ward,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104042,
Haslucks Green School,Community school,Open,Haslucks Green Road,Shirley,Solihull,West Midlands,B90 2EJ,www.haslucks-green.solihull.sch.uk,1217442088.0,Mrs,Helen,Street,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104046,
Sharmans Cross Junior School,Community school,Open,Sharmans Cross Road,,Solihull,West Midlands,B91 1PH,www.sharmans-cross.solihull.sch.uk,1217052379.0,Miss,Sara,Wilkes,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104049,
Shirley Heath Junior School,Community school,Open,Coombe Road,Shirley,Solihull,West Midlands,B90 3DS,www.shirley-heath.solihull.sch.uk,1217441339.0,Mrs,Kara,Evans,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104050,
Woodlands Infant School,Community school,Open,Woodlands Lane,Shirley,Solihull,West Midlands,B90 2PX,www.woodlandsinfantschool.co.uk,1217442840.0,Mr,Anthony,Waters,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104053,
Widney Junior School,Community school,Open,Clifton Crescent,,Solihull,West Midlands,B91 3LQ,www.widney.solihull.sch.uk,1217058516.0,Mrs,Joanna,Bridges,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104054,
Oak Cottage Primary School,Community school,Open,Greswolde Road,,Solihull,West Midlands,B91 1DY,www.oak-cottage.solihull.sch.uk/,1217049123.0,Mr,R,Marshall,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104056,
Mill Lodge Primary School,Community school,Open,Aqueduct Road,Shirley,Solihull,West Midlands,B90 1BT,www.mill-lodge.solihull.sch.uk,1214303010.0,Mrs,Joanne,Challender,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104057,
Marston Green Junior School,Community school,Open,Station Road,Marston Green,Birmingham,West Midlands,B37 7BA,,1217792227.0,Mrs,Lynn,Clark,Headteacher,Does not apply,Mixed,Primary,,Meriden and Solihull East,104060,
Tidbury Green School,Community school,Open,Dickens Heath Road,Tidbury Green,Solihull,West Midlands,B90 1QW,http://www.tidbury-green.solihull.sch.uk/,1564823189.0,Mrs,Rosalind,Fitter,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104065,
Coleshill Heath School,Community school,Open,Lime Grove,Chelmsley Wood,Birmingham,West Midlands,B37 7PY,http://www.chs.solihull.sch.uk/,1217798070.0,Miss,Nicole,Fowles,Headteacher,Does not apply,Mixed,Primary,,Meriden and Solihull East,104070,
Cheswick Green Primary School,Community school,Open,Cheswick Way,Cheswick Green,Solihull,West Midlands,B90 4HG,www.cheswick-green.solihull.sch.uk,1564703336.0,Mr,Thomas,Griffiths,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104074,
Olton Primary School,Community school,Open,Lyndon Road,Olton,Solihull,West Midlands,B92 7QF,www.olton.solihull.co.uk,1217062644.0,Mr,L,Chamberlain,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104076,
Greswold Primary School,Community school,Open,Buryfield Road,,Solihull,West Midlands,B91 2AZ,http://www.greswold.solihull.sch.uk,1217054738.0,Ms,Karen,Scott,Headteacher,Does not apply,Mixed,Primary,,Meriden and Solihull East,104079,
Monkspath Junior and Infant School,Community school,Open,Farmhouse Way,Shirley,Solihull,West Midlands,B90 4EH,,1217052686.0,Mr,Dan,Wild,Headteacher,Does not apply,Mixed,Primary,,Solihull West and Shirley,104084,
Meriden Church of England Primary School,Voluntary controlled school,Open,Fillongley Road,Meriden,Coventry,West Midlands,CV7 7LW,www.meridenceprimaryschool.com,1676522488.0,Mrs,Lucy,Anderton,Headteacher,Church of England,Mixed,Primary,,Meriden and Solihull East,104087,
St Alphege Church of England Infant and Nursery School,Voluntary aided school,Open,New Road,,Solihull,West Midlands,B91 3DW,www.stalphege.solihull.sch.uk,1217050443.0,Mr,Sam,Smith,Executive Headteacher,Church of England,Mixed,Primary,,Solihull West and Shirley,104090,
St Alphege Church of England Junior School,Voluntary aided school,Open,Widney Manor Road,,Solihull,West Midlands,B91 3JG,www.stalphege.solihull.sch.uk,1217042714.0,Mr,Sam,Smith,Headteacher,Church of England,Mixed,Primary,,Solihull West and Shirley,104092,
Berkswell Church of England Voluntary Aided Primary School,Voluntary aided school,Open,Church Lane,Berkswell,Coventry,West Midlands,CV7 7BJ,www.berkswellschool.org.uk,1676532141.0,Mrs,Tracy,Drew,Headteacher,Church of England,Mixed,Primary,,Meriden and Solihull East,104093,
George Fentham Endowed School,Voluntary aided school,Open,Fentham Road,Hampton-in-Arden,Solihull,West Midlands,B92 0AY,www.georgefenthamschool.co.uk/,1675442800.0,Mrs,Julie,Gaughan,Headteacher,Church of England,Mixed,Primary,,Meriden and Solihull East,104094,
